trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
553,False,"{'a': 0.99, 'e': 0.7714230441987763}",30,12,-39.7283978389626,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 0}",1
554,False,"{'a': 0.99, 'e': 0.7637088137567885}",20,0,-138.3663390997935,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
555,False,"{'a': 0.99, 'e': 0.7560717256192205}",20,9,-41.77405677912803,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 0}",1
556,False,"{'a': 0.99, 'e': 0.7485110083630283}",20,0,-50.80982991925539,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
557,False,"{'a': 0.99, 'e': 0.741025898279398}",25,6,-60.21785469011937,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 1}",1
558,False,"{'a': 0.99, 'e': 0.733615639296604}",30,7,-61.07645989388011,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 1}",1
559,False,"{'a': 0.99, 'e': 0.726279482903638}",25,0,-41.64935291958105,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
560,False,"{'a': 0.99, 'e': 0.7190166880746016}",25,0,-18.212337050973233,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
561,False,"{'a': 0.99, 'e': 0.7118265211938556}",25,2,-126.23284739704339,"{0: 13, 1: 3, 2: 5, 3: 0, 4: 2}",1
562,False,"{'a': 0.99, 'e': 0.704708255981917}",25,0,-97.18881159246033,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
563,False,"{'a': 0.99, 'e': 0.6976611734220978}",30,0,-30.836427297992,"{0: 23, 1: 2, 2: 5, 3: 0, 4: 0}",1
564,False,"{'a': 0.99, 'e': 0.6906845616878767}",20,0,-47.51425274991524,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
565,False,"{'a': 0.99, 'e': 0.6837777160709979}",25,0,-119.6690680965421,"{0: 14, 1: 1, 2: 9, 3: 0, 4: 1}",0
566,False,"{'a': 0.99, 'e': 0.6769399389102879}",30,17,-50.21830733411702,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 1}",1
567,False,"{'a': 0.99, 'e': 0.670170539521185}",25,5,-62.30368517084094,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",1
568,False,"{'a': 0.99, 'e': 0.6634688341259731}",25,0,-89.96512670914242,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
569,False,"{'a': 0.99, 'e': 0.6568341457847134}",25,0,-67.39290248699609,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
570,False,"{'a': 0.99, 'e': 0.6502658043268663}",20,0,-60.28083010414,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
571,False,"{'a': 0.99, 'e': 0.6437631462835977}",25,10,-85.47030203236687,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 2}",1
572,False,"{'a': 0.99, 'e': 0.6373255148207617}",25,3,-71.7354038625275,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 2}",1
573,False,"{'a': 0.99, 'e': 0.6309522596725541}",20,7,-64.25758705360587,"{0: 7, 1: 3, 2: 2, 3: 0, 4: 1}",1
574,False,"{'a': 0.99, 'e': 0.6246427370758285}",20,0,-62.52389540775581,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
575,False,"{'a': 0.99, 'e': 0.6183963097050702}",20,15,-2.0394700651756534,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
576,False,"{'a': 0.99, 'e': 0.6122123466080195}",20,12,-9.167703367408265,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
577,False,"{'a': 0.99, 'e': 0.6060902231419393}",20,0,-26.31191376655097,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
578,False,"{'a': 0.99, 'e': 0.6000293209105199}",25,0,-91.98629776542019,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
579,False,"{'a': 0.99, 'e': 0.5940290277014146}",20,0,-77.09531232309695,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
580,False,"{'a': 0.99, 'e': 0.5880887374244005}",35,15,-53.94074512618412,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
581,False,"{'a': 0.99, 'e': 0.5822078500501565}",25,9,-103.17604677252562,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 2}",1
582,False,"{'a': 0.99, 'e': 0.576385771549655}",30,0,-151.387646221393,"{0: 20, 1: 3, 2: 4, 3: 0, 4: 3}",0
583,False,"{'a': 0.99, 'e': 0.5706219138341584}",25,0,-29.490103612495254,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
584,False,"{'a': 0.99, 'e': 0.5649156946958168}",20,0,-53.244240114614755,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
585,False,"{'a': 0.99, 'e': 0.5592665377488586}",25,16,-9.34808937502359,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
586,False,"{'a': 0.99, 'e': 0.55367387237137}",20,0,-26.838326658422233,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
587,False,"{'a': 0.99, 'e': 0.5481371336476563}",30,10,-43.606478921016986,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
588,False,"{'a': 0.99, 'e': 0.5426557623111797}",20,0,-79.17656274314486,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
589,False,"{'a': 0.99, 'e': 0.5372292046880679}",30,15,-42.569702997642146,"{0: 9, 1: 1, 2: 5, 3: 0, 4: 0}",1
590,False,"{'a': 0.99, 'e': 0.5318569126411872}",20,3,-9.911745423348773,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
591,False,"{'a': 0.99, 'e': 0.5265383435147752}",30,14,8.276069241046807,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
592,False,"{'a': 0.99, 'e': 0.5212729600796275}",25,14,12.380578535934818,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.99, 'e': 0.5160602304788312}",20,12,-17.107745391376685,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
594,False,"{'a': 0.99, 'e': 0.5108996281740429}",20,0,-74.03511495876458,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
595,False,"{'a': 0.99, 'e': 0.5057906318923024}",20,7,10.522743377902549,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.99, 'e': 0.5007327255733794}",25,4,-11.917793383972363,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 0}",1
597,False,"{'a': 0.99, 'e': 0.49572539831764567}",25,0,-65.67389051623654,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 2}",0
598,False,"{'a': 0.99, 'e': 0.4907681443344692}",35,12,9.632223755839725,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
599,False,"{'a': 0.99, 'e': 0.4858604628911245}",20,10,-15.119939742597634,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
600,False,"{'a': 0.99, 'e': 0.48100185826221326}",20,0,-19.328351578738207,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
601,False,"{'a': 0.99, 'e': 0.4761918396795911}",30,0,-106.6083316231648,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 3}",0
602,False,"{'a': 0.99, 'e': 0.4714299212827952}",20,6,-3.6964268534392466,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
603,False,"{'a': 0.99, 'e': 0.46671562206996725}",20,9,15.047573499000382,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.99, 'e': 0.46204846584926756}",30,0,-38.049143749998876,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 1}",0
605,False,"{'a': 0.99, 'e': 0.4574279811907749}",25,17,6.125771582683411,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
606,False,"{'a': 0.99, 'e': 0.4528537013788671}",25,10,-48.92002874466398,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
607,False,"{'a': 0.99, 'e': 0.4483251643650784}",25,11,3.4267165505822055,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
608,False,"{'a': 0.99, 'e': 0.44384191272142764}",30,0,-127.13982595855414,"{0: 23, 1: 0, 2: 4, 3: 0, 4: 3}",1
609,False,"{'a': 0.99, 'e': 0.4394034935942134}",25,17,-28.63575194304469,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
610,False,"{'a': 0.99, 'e': 0.43500945865827123}",25,19,3.8202267815848456,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.99, 'e': 0.43065936407168853}",20,6,-67.62529150921262,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
612,False,"{'a': 0.99, 'e': 0.42635277043097164}",20,5,-43.0444298886796,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
613,False,"{'a': 0.99, 'e': 0.42208924272666193}",20,9,0.2335854467175027,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
614,False,"{'a': 0.99, 'e': 0.4178683502993953}",25,0,28.49258180015454,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
615,False,"{'a': 0.99, 'e': 0.41368966679640135}",25,5,11.532637615852014,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
616,False,"{'a': 0.99, 'e': 0.4095527701284373}",30,12,-15.402625945750055,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
617,False,"{'a': 0.99, 'e': 0.405457242427153}",30,8,-18.496355013302868,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
618,False,"{'a': 0.99, 'e': 0.40140267000288143}",20,0,-14.958147192081876,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
619,False,"{'a': 0.99, 'e': 0.3973886433028526}",20,2,-37.43524882575612,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
620,False,"{'a': 0.99, 'e': 0.3934147568698241}",25,3,6.753631457167328,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 0}",1
621,False,"{'a': 0.99, 'e': 0.3894806093011258}",20,1,4.759512884590874,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
622,False,"{'a': 0.99, 'e': 0.3855858032081146}",30,12,18.46473455522625,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
623,False,"{'a': 0.99, 'e': 0.3817299451760334}",25,0,-28.428437695591313,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",1
624,False,"{'a': 0.99, 'e': 0.3779126457242731}",35,5,-85.82555659416155,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 2}",1
625,False,"{'a': 0.99, 'e': 0.37413351926703037}",20,10,10.432528828945792,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.99, 'e': 0.3703921840743601}",20,11,7.072891204631823,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.99, 'e': 0.3666882622336165}",30,12,18.914856547636205,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
628,False,"{'a': 0.99, 'e': 0.36302137961128034}",35,2,47.75036970851552,"{0: 32, 1: 1, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.99, 'e': 0.35939116581516756}",25,5,-14.703543820528754,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
630,False,"{'a': 0.99, 'e': 0.35579725415701585}",30,14,5.8532903381737125,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
631,False,"{'a': 0.99, 'e': 0.3522392816154457}",20,9,15.284370565540778,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.99, 'e': 0.34871688879929125}",20,14,10.690493534832704,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.99, 'e': 0.3452297199112983}",20,5,3.4071950672297633,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
634,False,"{'a': 0.99, 'e': 0.3417774227121853}",30,16,7.803558023173718,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
635,False,"{'a': 0.99, 'e': 0.33835964848506345}",20,15,8.617475646133553,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.99, 'e': 0.3349760520002128}",20,14,-0.5456956327434397,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
637,False,"{'a': 0.99, 'e': 0.33162629148021067}",20,9,15.481580489478134,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.99, 'e': 0.32831002856540853}",25,11,-56.17613088219541,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
639,False,"{'a': 0.99, 'e': 0.32502692827975443}",20,14,-4.0467667123985915,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.99, 'e': 0.3217766589969569}",25,16,2.1455005597271235,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.99, 'e': 0.3185588924069873}",20,8,19.324428405674045,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.99, 'e': 0.3153733034829174}",20,0,6.926573264947365,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
643,False,"{'a': 0.99, 'e': 0.31221957044808824}",20,14,6.507932698178863,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.99, 'e': 0.3090973747436073}",25,20,9.660900594897406,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.99, 'e': 0.30600640099617127}",25,11,5.465537677663327,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
646,False,"{'a': 0.99, 'e': 0.30294633698620954}",20,9,-45.29385670894653,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
647,False,"{'a': 0.99, 'e': 0.29991687361634745}",30,0,-25.830692380732643,"{0: 25, 1: 3, 2: 1, 3: 0, 4: 1}",0
648,False,"{'a': 0.99, 'e': 0.296917704880184}",25,13,14.252309875447205,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.99, 'e': 0.29394852783138214}",30,10,33.79501691500023,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.99, 'e': 0.2910090425530683}",20,6,-11.545420995155796,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
651,False,"{'a': 0.99, 'e': 0.2880989521275376}",25,13,11.031688722081288,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
652,False,"{'a': 0.99, 'e': 0.28521796260626225}",30,19,-21.54123914337861,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
653,False,"{'a': 0.99, 'e': 0.28236578298019965}",30,20,17.167912901468643,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.99, 'e': 0.27954212515039767}",20,11,11.397513885623745,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.99, 'e': 0.27674670389889366}",30,17,-4.079110276850497,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
656,False,"{'a': 0.99, 'e': 0.2739792368599047}",20,6,23.826606134427077,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.99, 'e': 0.27123944449130566}",25,5,-5.919679083554703,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
658,False,"{'a': 0.99, 'e': 0.2685270500463926}",25,2,-63.78566271688846,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 2}",1
659,False,"{'a': 0.99, 'e': 0.2658417795459287}",25,16,16.308478027976427,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.99, 'e': 0.2631833617504694}",25,7,12.015221581852568,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
661,False,"{'a': 0.99, 'e': 0.2605515281329647}",25,13,18.459230817396215,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.99, 'e': 0.2579460128516351}",20,1,12.519218061219766,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
663,False,"{'a': 0.99, 'e': 0.25536655272311876}",20,9,-8.139051046041663,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
664,False,"{'a': 0.99, 'e': 0.25281288719588757}",25,10,-6.2525915779383645,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
665,False,"{'a': 0.99, 'e': 0.2502847583239287}",25,17,14.852071595211173,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.99, 'e': 0.24778191074068942}",25,9,28.5338093381322,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.99, 'e': 0.2453040916332825}",20,15,9.414695838559838,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.99, 'e': 0.24285105071694968}",25,0,-8.9350535602829,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
669,False,"{'a': 0.99, 'e': 0.24042254020978018}",25,11,14.38758864843392,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
670,False,"{'a': 0.99, 'e': 0.23801831480768237}",30,2,-14.469976077200528,"{0: 25, 1: 2, 2: 0, 3: 0, 4: 1}",1
671,False,"{'a': 0.99, 'e': 0.23563813165960554}",25,10,11.541578164017501,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.99, 'e': 0.2332817503430095}",20,12,12.721189768888747,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.99, 'e': 0.2309489328395794}",20,4,-48.56540839371296,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
674,False,"{'a': 0.99, 'e': 0.2286394435111836}",25,12,15.329747786659125,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.99, 'e': 0.22635304907607176}",20,0,-10.798193374254822,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
676,False,"{'a': 0.99, 'e': 0.22408951858531104}",35,14,8.253309113537235,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
677,False,"{'a': 0.99, 'e': 0.22184862339945793}",20,1,33.49446509622913,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.99, 'e': 0.21963013716546334}",20,0,-12.916047782154507,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
679,False,"{'a': 0.99, 'e': 0.2174338357938087}",20,0,4.5403639744643804,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
680,False,"{'a': 0.99, 'e': 0.2152594974358706}",20,0,-12.225109961159754,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
681,False,"{'a': 0.99, 'e': 0.2131069024615119}",20,0,7.857158313121503,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
682,False,"{'a': 0.99, 'e': 0.21097583343689677}",20,15,2.277936488377655,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.99, 'e': 0.2088660751025278}",25,15,4.674218568505067,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
684,False,"{'a': 0.99, 'e': 0.20677741435150251}",20,11,-5.429077945456072,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
685,False,"{'a': 0.99, 'e': 0.2047096402079875}",30,19,22.68641480753624,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.99, 'e': 0.20266254380590762}",20,12,2.80752232563533,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
687,False,"{'a': 0.99, 'e': 0.20063591836784855}",30,18,13.849124834770182,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.99, 'e': 0.19862955918417008}",30,10,1.278235739305484,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
689,False,"{'a': 0.99, 'e': 0.19664326359232837}",35,21,23.460998924705535,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.99, 'e': 0.1946768309564051}",20,0,-16.666669213374973,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
691,False,"{'a': 0.99, 'e': 0.19273006264684103}",25,4,16.279134731594866,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
692,False,"{'a': 0.99, 'e': 0.1908027620203726}",20,0,26.35062279299243,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
693,False,"{'a': 0.99, 'e': 0.18889473440016888}",20,9,21.94431372775481,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.99, 'e': 0.1870057870561672}",25,2,8.49302927719391,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
695,False,"{'a': 0.99, 'e': 0.1851357291856055}",20,14,10.162298667943443,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.99, 'e': 0.18328437189374944}",30,16,26.8096502204515,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.99, 'e': 0.18145152817481194}",25,19,10.959530049643611,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.99, 'e': 0.17963701289306383}",20,16,9.102551370017082,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.99, 'e': 0.1778406427641332}",30,20,15.60461270484661,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.99, 'e': 0.17606223633649187}",30,13,25.972574427941748,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.99, 'e': 0.17430161397312696}",20,6,21.943312128378516,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.99, 'e': 0.1725585978333957}",30,20,17.071777315251378,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.99, 'e': 0.17083301185506172}",20,6,12.790032851225714,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
704,False,"{'a': 0.99, 'e': 0.1691246817365111}",20,0,-7.332903101635958,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
705,False,"{'a': 0.99, 'e': 0.167433434919146}",20,6,9.44207803977622,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.99, 'e': 0.16575910056995455}",20,0,-62.99160912252417,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
707,False,"{'a': 0.99, 'e': 0.164101509564255}",30,23,9.50418422008711,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.99, 'e': 0.16246049446861247}",20,0,-26.70384607878859,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
709,False,"{'a': 0.99, 'e': 0.16083588952392633}",20,5,10.645330019963875,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
710,False,"{'a': 0.99, 'e': 0.15922753062868705}",20,7,-11.379630719395289,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
711,False,"{'a': 0.99, 'e': 0.1576352553224002}",30,12,21.832560286983764,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
712,False,"{'a': 0.99, 'e': 0.1560589027691762}",35,19,18.701344370537733,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
713,False,"{'a': 0.99, 'e': 0.15449831374148443}",20,6,9.097243482267208,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
714,False,"{'a': 0.99, 'e': 0.15295333060406957}",20,6,17.148282216914595,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.99, 'e': 0.15142379729802888}",25,18,-39.66146339304708,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
716,False,"{'a': 0.99, 'e': 0.1499095593250486}",25,15,15.530076633626127,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.99, 'e': 0.14841046373179811}",20,11,11.685296981879414,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.99, 'e': 0.14692635909448012}",35,22,5.215483700606033,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
719,False,"{'a': 0.99, 'e': 0.14545709550353533}",25,7,32.31967309514352,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.99, 'e': 0.1440025245485}",20,0,30.370373369165605,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
721,False,"{'a': 0.99, 'e': 0.14256249930301498}",20,13,12.554762922232559,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.99, 'e': 0.14113687430998484}",20,10,-10.398870197657551,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
723,False,"{'a': 0.99, 'e': 0.13972550556688498}",20,11,16.696246691241075,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.99, 'e': 0.13832825051121614}",25,15,17.866183484783733,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.99, 'e': 0.13694496800610398}",30,23,11.978785602836775,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.99, 'e': 0.13557551832604295}",30,16,26.38598426439646,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.99, 'e': 0.13421976314278253}",20,6,-4.9302797645240934,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
728,False,"{'a': 0.99, 'e': 0.1328775655113547}",35,15,-8.992001097070784,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
729,False,"{'a': 0.99, 'e': 0.13154878985624116}",20,14,11.594915271447551,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.99, 'e': 0.13023330195767874}",20,2,30.031268481469827,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.99, 'e': 0.12893096893810194}",30,0,34.86895073764071,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.99, 'e': 0.12764165924872092}",20,9,-0.5308388660987817,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
733,False,"{'a': 0.99, 'e': 0.12636524265623372}",20,8,18.586834716842592,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.99, 'e': 0.12510159022967138}",25,6,8.19344586293738,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
735,False,"{'a': 0.99, 'e': 0.12385057432737466}",20,10,18.45091343066854,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.99, 'e': 0.12261206858410091}",25,17,15.575467032786632,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.99, 'e': 0.1213859478982599}",35,17,37.27823827632213,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
